...Nombre...,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
SIS,0.6190174307216544,0.45739738618074227,0.6399100202942669,0.6379504391051195,0.49368468688845407,0.7788852742118908,0.4851478395061729,0.530792167379382,0.44855828622164245,0.5370364172232343,0.45526021236500686,0.5890782205068735,0.5601022233094152,0.5382538285097483,0.6449849429827741,0.5888852455847889,0.4919153541832766,0.563199666782317,0.6939399670218165,0.6970636515184461,0.8564139184846948,0.5744353917897861,0.7480471732985431,0.6309224620086492,0.6299723853011524,0.5015615507030581,0.5215596331328066,0.6146333387692976,0.6142975048923679,0.6530363328948255,0.6115022655891377,0.46825266905849106,0.7252568861588268,0.6304999000106012,0.7891483504868209,0.6382558786934358,0.6872298808919814,0.43128866457532217,0.5385236482568674,0.7293275307433983,0.718095524993356,0.5574771915748692,0.7474292279722645
COR,0.5935855450913242,0.4388504956201431,0.6137840590849057,0.6068090304202605,0.4753831071368172,0.735540269902107,0.47780188791544864,0.514509280273288,0.4292043390320359,0.5312940396329465,0.4414117016934036,0.5673287576858497,0.5397404270402988,0.5091545853672542,0.6135110264509999,0.5627376699242186,0.46583410594493163,0.526535056875496,0.6569914535818978,0.6550974019110435,0.8243241372419929,0.5420327115669263,0.7187752124304398,0.5984692009837083,0.602452086126815,0.4738091831076946,0.5000276693101561,0.581127669410822,0.5869779385413898,0.6254501104099806,0.5807587291269036,0.4443694130366505,0.6986325485663148,0.6082732945181716,0.7620578000299985,0.6084690317389851,0.657789271319047,0.4038624519328071,0.5064592040942878,0.6919145416072736,0.6895000900960757,0.5367549503536573,0.7288621998139692
KAN,0.43805641511741683,0.1423880066029144,0.3476351516634051,0.3347186582681018,0.2411296579419439,0.7088939864282462,0.36991955112524466,0.46647674086757995,0.3674559584964122,0.3362976007513661,0.15527087410306586,0.29541460779517287,0.2828630952380953,0.2875624817037471,0.2998286753913894,0.21103826239399867,0.2402685400358774,0.2880020796740827,0.21679459189497718,0.15591664628180038,0.41271966731898235,0.3253416825234193,0.3657097296966732,0.24051285265818656,0.3154962084148728,0.33145635123926614,0.27350898972602744,0.35493676614481406,0.2880521241030659,0.3392692781518345,0.2658851007012394,0.2416621819960861,0.32118370841487276,0.3477471213895394,0.274870708985649,0.33078408349641225,0.2936981510926289,0.20009192850637525,0.1722058565720809,0.2767705581376386,0.29594378873124594,0.4002497031941191,0.35865753424657537
MIG,0.46674951413871113,0.4119859607646705,0.4946218762895471,0.412972074473696,0.4055004012627752,0.49960484091133256,0.40591864703137276,0.4524253613263697,0.4108603816511098,0.4623070995836249,0.3682840172521896,0.3662220075965667,0.3699020429380705,0.3727225228309465,0.4357317117422737,0.39839982227983073,0.4125369511961512,0.41138781504585376,0.4499970042421619,0.4427122494428312,0.4513147157532137,0.3826108625113991,0.439678306240712,0.39390449777174685,0.3982889581429339,0.36882294095647433,0.38303448539209406,0.40350097552001707,0.38110098741866094,0.39030621862838266,0.34418499142200604,0.38870176302458465,0.41511379871376497,0.42366580262697684,0.41109203600985306,0.37432435112307155,0.4002832151485769,0.2890100517935703,0.3611280694914553,0.4161275884824503,0.40206230501202944,0.389766498891316,0.4292329003408412
ANGLG,0.13907925636007828,0.11494193989071039,0.15526007012393997,0.12949857305936074,0.13624857305936075,0.1631771239916732,0.1299598418134377,0.13543484996738422,0.12025024461839531,0.12808686247723136,0.10134360730593607,0.11232416014350946,0.11654659980430528,0.11846563557116835,0.1378559605348989,0.12296681343770384,0.13433969341161123,0.13077998959146503,0.15325089693411612,0.15658504566210046,0.13629900521852578,0.12244999024199844,0.14911338062622312,0.12934560502283104,0.138269773320287,0.1375706357338017,0.1349135967058056,0.12325377935420746,0.11161345401174169,0.08150235005204268,0.11879390900195694,0.1525977658186562,0.1376233243639922,0.15099288072469425,0.1464231042074364,0.12057909328114809,0.13771567188519243,0.09880936930783242,0.1259340875733855,0.14164696673189825,0.13488564497716893,0.1502962447957325,0.17851732305936077
ANG,0.4264161899588645,0.3519700280624164,0.47550213962789706,0.3963800620144512,0.4175132827485529,0.5005534370897889,0.3980350504514073,0.4150235504566614,0.36932851088526597,0.392539141234598,0.31087461635024904,0.3438501056072477,0.35752271788517137,0.3632486616100791,0.4230288162692552,0.3779127877322611,0.41227050732703324,0.4006944887806762,0.46944442423639854,0.4801970749257759,0.41825208890570204,0.37587385705225,0.45715601258072097,0.396295491342469,0.4233772535002356,0.37631531492750936,0.36869839875486105,0.3766824915873905,0.3054386924262669,0.22279311166507215,0.32460087593795645,0.41701504832552083,0.37610274801132615,0.40147560249714553,0.40009541734060494,0.32954755296730903,0.3763832053759868,0.2700072636854662,0.3439978567346546,0.3870919338776572,0.36865471906370456,0.40615694933352164,0.4005133803534145
CHO,0.9087105664183482,0.746024425252797,0.957821242652312,0.7996371014159088,0.8016469053374774,1.0156448371698406,0.901766651866226,0.9471146769209967,0.809967443598444,0.8721864428831643,0.757962892919725,0.7999457956698661,0.7733153352665266,0.7490654914060343,0.9220139014509914,0.7883599649905624,0.7916227861007417,0.8687588013347416,0.9385765310690486,0.8595109459308837,0.7934247397589175,0.7834252006813655,0.9229512261525614,0.8199833175279245,0.7767009406502327,0.7320551626843815,0.7422475839650928,0.67787770816089,0.6903424155050149,0.5594788735166197,0.6651941141753505,0.7345125858562601,0.6533911144366422,0.7052851012900606,0.7189283750029691,0.6315923447004371,0.7059361552840314,0.5138732952197272,0.6608194190918377,0.7032515152179594,0.6775984274988536,0.6692120928517127,0.7142123287671233
CRBLG,0.9309185420743641,0.7046008977361435,0.9727085371819961,0.8642581947162427,0.6972087002609263,1.0577730614103564,0.9165588307240703,0.9664514024788,0.8125315965427268,0.8415855532786886,0.7532848173515982,0.773313763861709,0.7337237035225048,0.7104026395394223,0.8893177185257664,0.7570264595564253,0.7480844341161123,0.8574847937809003,0.9602389106327464,0.7705569145466405,0.7786513372472277,0.7857277029664326,0.9247017694063927,0.7094854859752121,0.6986166829745597,0.4246740827478532,0.45597274543378996,0.7012073752446185,0.43071583496412263,0.5309112550416342,0.5277027071102414,0.580899217221135,0.511426838714938,0.49758432539682546,0.568445348173516,0.5477560135355511,0.5008691903131115,0.46511654713114753,0.5356940639269406,0.5772358732876712,0.5476240622961513,0.3977622056336196,0.5042391552511416
CRB,0.6788242472424835,0.6886711301471345,0.7433341818202999,0.6582426488068764,0.7696543831963047,0.7383595739574497,0.7105976281325627,0.7216899163346846,0.6820385336186156,0.7065469355782862,0.6887395697434224,0.6882414835161441,0.6668276221732986,0.7008255233678792,0.7657174483468667,0.6689554530885102,0.6812049900387719,0.7176408760212459,0.6925348479730208,0.7054284485237122,0.669021270946112,0.6238497347536154,0.6973676756337136,0.6984221175887334,0.5661293544633503,0.6259199609426483,0.6600420037449911,0.6505519254940197,0.6359614808978801,0.6211836914510227,0.6407369604033238,0.7091232874395866,0.5971910084472768,0.6463644411479508,0.6912593510058652,0.6625807841330025,0.6412905101784903,0.5492703999523928,0.6610790099105749,0.6819149782195204,0.7071525738739611,0.5851906397940915,0.6124373281185139
ZON,0.11104729962131754,0.09730521259550447,0.11456193412256711,0.09634260112230762,0.13917142993618298,0.10342555145997213,0.09896325232778229,0.09553732686292206,0.11363341700753252,0.13066590346238285,0.0962506876794583,0.10521334338825364,0.1189802804053911,0.1163604901707837,0.10228490778963087,0.10905028585149887,0.1328804884566675,0.1075966120321576,0.12294394677015194,0.1668407881198498,0.10626222169845162,0.09790847798276293,0.12238216129515933,0.10200374993936986,0.11718210120908021,0.11299760750097242,0.10991828809633544,0.11495990296227321,0.104828906826188,0.10527601745673465,0.10516841253796184,0.11860785460422954,0.1139748361418688,0.1027990198923819,0.0917491882016613,0.0901036909045205,0.10026923469183571,0.10404674008259293,0.1047606944645008,0.09703394144207697,0.09169772635604488,0.10204102520979842,0.10082337339256368
TIQLG,0.269972980396196,0.23012340448114824,0.29008646616541356,0.23815980876849657,0.3334341590277062,0.2550512123888957,0.25298427575788784,0.23628097641363685,0.26096878325951867,0.3198282762918224,0.23923180382463005,0.25274320218354107,0.28788059189068566,0.2750378336551762,0.2532721701514059,0.26404361932227827,0.3088619150616267,0.26136260220222685,0.31616404023758027,0.3340559189068561,0.32537694407251005,0.29650125998055243,0.40297772685137506,0.25742533559927216,0.25591438356164387,0.22486569052412447,0.22070155697462837,0.29727618704294984,0.2759280135269681,0.22943816166098305,0.23645272427644454,0.17178111374326224,0.3273080475160504,0.2958111039210047,0.22440689051395613,0.21473926253991144,0.26874365708792536,0.12858834244080147,0.2594564064270265,0.22946162495279296,0.20536133141071858,0.21783208020050124,0.25634132420091327
TIQ,0.16580255815420697,0.14132219131755477,0.17785130196892845,0.1462508269707951,0.20415200837418268,0.1566427480183262,0.15537733237598625,0.14511334419754462,0.16028549448367793,0.19640304001144293,0.14691512038321666,0.1552302827878365,0.17676910975400117,0.1689237492845287,0.15551780888480637,0.1621707093455948,0.189702791905497,0.1605336393033947,0.19416117016873968,0.20391087367474856,0.19286414280678663,0.18336536070491735,0.23240140308654733,0.1547146162132002,0.14907746090012625,0.13302902279603082,0.13160239953209227,0.17181877430628512,0.1672877412685486,0.1316207001586909,0.14395955353127382,0.10577209336044466,0.18289356647108768,0.1700100593134107,0.13751451720822763,0.1287085045879153,0.15888288906986264,0.07478078841420151,0.15075063335978484,0.13153646253872944,0.1259706958593869,0.12755423122648238,0.15108966606297078
BOT,0.5648097636917002,0.5526416795386663,0.6685009392900882,0.5891293270928643,0.5589481972060762,0.5863880466307357,0.6344247221425727,0.6044705682355722,0.5642207693055032,0.5863468935246756,0.6069124791853866,0.6216595113198558,0.5535883917726498,0.5674814984471386,0.674135866449966,0.6158670179748621,0.5628344822432965,0.6314809719059309,0.6022701856075824,0.6034056361590268,0.535293668129787,0.547746725913138,0.6563126033080724,0.6318081327448992,0.5707840392504525,0.5528604739128014,0.5772784661157623,0.6016092127873142,0.6284182703886463,0.527938514813763,0.5687373525517172,0.544176835981206,0.5807500535608987,0.5769175294873488,0.5637851299757973,0.5162973979640693,0.5887545664575441,0.44475042706066165,0.5706372066199245,0.5577619293317435,0.5656995276673485,0.5644539050140943,0.5756406321099534
CUT,0.5368455044467979,0.5287237374916672,0.6607076666892285,0.582463633004267,0.4849165766598216,0.5872637666479457,0.6276910948973149,0.5965999251007785,0.5328140682529898,0.5585763324117522,0.5842571376804795,0.6138189068627238,0.5295578317169259,0.5506867063636023,0.6615300559507356,0.599492754154924,0.5296465037967811,0.6198827420477045,0.5797111059959315,0.5787320518277965,0.5644710670363604,0.5479686991779082,0.6921557824947031,0.6293871241251866,0.5530117880564152,0.5501097033388377,0.5690240579114253,0.5811928662371039,0.6279156634124661,0.5322572787952247,0.5799018566177325,0.5466800927099909,0.6063410087960238,0.5918492314433431,0.5778032602807626,0.5752451177835936,0.6219890895905199,0.4585718527631105,0.6174932827680385,0.6121238032324192,0.6230126180534538,0.5635561694408364,0.5640526840712157
SRO01,0.6207389760654363,0.5735105274098523,0.780826949224926,0.6680629818942512,0.5034143467709262,0.7012972048944903,0.7124633289128992,0.6910688261742967,0.586521727536753,0.6402485459616328,0.6553167458863401,0.6841602870660758,0.5833679655003629,0.6082272858704801,0.7491795565945265,0.6732884080874943,0.5914218818289086,0.704370442842442,0.669780153096544,0.6695158754200419,0.6752928554992379,0.6213353444402339,0.9014207198525209,0.7777912364996098,0.5472994278263212,0.5965515593188286,0.6096636784004437,0.5983205037408635,0.6500619651389054,0.5493679371890394,0.564147232429537,0.5647662527242816,0.6452561681146467,0.6203105139399508,0.6322279629843077,0.6366864379497674,0.6487168222972971,0.46748531728188064,0.6346041786904003,0.6558661204164004,0.6400909143363682,0.5833641862959564,0.5762794466176743
SRO02LG,0.09841168596434008,0.08024618624772313,0.11873457545118503,0.10029017177647315,0.06625163758425744,0.11522673123211032,0.10715588307240705,0.10415731001304632,0.08527832816916721,0.09996684312386155,0.0951691400304414,0.09654410605566428,0.08628037345075017,0.0883981359506462,0.10523536366601437,0.09740333496412264,0.08866490677321157,0.10326611154480007,0.10154655903457273,0.0921079378669276,0.11469558599695587,0.09304738322924799,0.22207314090019573,0.18003833034355293,0.04293480240269623,0.04500121297380519,0.0546995746357904,0.03534862198303979,0.08765772450532726,0.07343703242909184,0.09688581756903675,0.09416135980647967,0.09689267367906065,0.09539547011883077,0.0972224056860187,0.1020238299086758,0.1029529109589041,0.08441892455980571,0.10314423651880844,0.10040870977386387,0.10895702870189171,0.09594439158860264,0.10114559550989347
SRO02,0.5626215951918276,0.45957696585280494,0.6791837552060545,0.5732987288030711,0.3799358699009036,0.6584488922627003,0.6125884272412834,0.5956530468627727,0.4880958807004796,0.5717243021063612,0.5446718362592339,0.5526834338082328,0.49351429953743836,0.5058956396638704,0.6022253086313974,0.5569940440490184,0.5067555661038016,0.5905173178229148,0.5807646497810954,0.5263677495564596,0.655892509184019,0.532120876480068,0.972958909631234,0.8377204564382191,0.36410661306482145,0.38194937661199757,0.46384433968551,0.29963867497274405,0.4475605419818288,0.3734837168784299,0.4930399759484758,0.48080814225585483,0.49324442913615957,0.48541758379349176,0.4946196424334994,0.5192022108285933,0.523906190678016,0.42972645296814144,0.5247878545895723,0.5110473313508724,0.5545262590397897,0.488065488437822,0.5061082722239548
SAI,0.6461871804043455,0.6729321185600775,0.7794898912183629,0.7176223347867967,0.6611370613504488,0.705626096170276,0.7401238705079027,0.7322305207128222,0.6801630832393929,0.6829993179489878,0.707863415150289,0.7415234729228115,0.6574531309803321,0.7092932636855097,0.8072888166157799,0.7296387169681375,0.6671707063255217,0.7572224837439219,0.7014989877817311,0.727890916911099,0.6941895301422255,0.6913153715011533,0.8294296176096474,0.784191778396003,0.6553980652733659,0.7165241995467666,0.6895978864281175,0.6954116057349222,0.774569354238718,0.6804874125812004,0.6879606240299798,0.7094592075723781,0.7383701382645883,0.7166438385752824,0.750166945763908,0.7799571226741702,0.738573818150703,0.6117514103294981,0.7635660013584697,0.7646697759659173,0.7819021404271849,0.6999627127981161,0.7039254501380664
